trip_id,date,city,station_start,rider_type,bike_type,duration_min,weather,temperature_c
358,2026-01-22,Coimbatore,COI-11,Member,Classic,20,Clear,27.8
359,2026-01-22,Chennai,CHE-03,Member,Electric,13,Clear,29.6
360,2026-01-22,Chennai,CHE-08,Casual,Electric,14,Clear,29.6
361,2026-01-22,Chennai,CHE-07,Member,Classic,19,Clear,29.6
362,2026-01-22,Bengaluru,BEN-02,Casual,Classic,24,Cloudy,27.9
363,2026-01-22,Bengaluru,BEN-04,Member,Classic,13,Cloudy,27.9
364,2026-01-22,Bengaluru,BEN-03,Casual,Classic,39,Cloudy,27.9
365,2026-01-22,Bengaluru,BEN-05,Member,Classic,15,Cloudy,27.9
366,2026-01-23,Coimbatore,COI-04,Member,Electric,17,Clear,27.6
367,2026-01-23,Coimbatore,COI-08,Member,Electric,9,Clear,27.6
368,2026-01-23,Coimbatore,COI-06,Casual,Electric,37,Clear,27.6
369,2026-01-23,Coimbatore,COI-05,Member,Electric,14,Clear,27.6
370,2026-01-23,Coimbatore,COI-12,Casual,Electric,30,Clear,27.6
371,2026-01-23,Coimbatore,COI-04,Member,Electric,16,Clear,27.6
372,2026-01-23,Chennai,CHE-08,Member,Classic,18,Clear,28.9
373,2026-01-23,Chennai,CHE-05,Casual,Classic,29,Clear,28.9
374,2026-01-23,Chennai,CHE-08,Member,Electric,17,Clear,28.9
375,2026-01-23,Chennai,CHE-06,Member,Electric,19,Clear,28.9
376,2026-01-23,Bengaluru,BEN-09,Member,Electric,16,Clear,28.0
377,2026-01-23,Bengaluru,BEN-01,Member,Classic,23,Clear,28.0
378,2026-01-23,Bengaluru,BEN-05,Casual,Classic,30,Clear,28.0
379,2026-01-23,Bengaluru,BEN-09,Member,Classic,17,Clear,28.0
380,2026-01-24,Coimbatore,COI-03,Casual,Classic,31,Cloudy,25.6
381,2026-01-24,Coimbatore,COI-10,Casual,Electric,52,Cloudy,25.6
382,2026-01-24,Coimbatore,COI-11,Casual,Classic,48,Cloudy,25.6
383,2026-01-24,Coimbatore,COI-01,Casual,Electric,28,Cloudy,25.6
384,2026-01-24,Coimbatore,COI-01,Casual,Classic,59,Cloudy,25.6
385,2026-01-24,Coimbatore,COI-10,Casual,Electric,39,Cloudy,25.6
386,2026-01-24,Coimbatore,COI-08,Casual,Electric,47,Cloudy,25.6
387,2026-01-24,Coimbatore,COI-04,Casual,Classic,35,Cloudy,25.6
388,2026-01-24,Chennai,CHE-08,Member,Classic,19,Clear,26.5
389,2026-01-24,Chennai,CHE-06,Casual,Classic,52,Clear,26.5
390,2026-01-24,Chennai,CHE-07,Casual,Electric,56,Clear,26.5
391,2026-01-24,Chennai,CHE-08,Member,Classic,18,Clear,26.5
392,2026-01-24,Chennai,CHE-03,Member,Classic,21,Clear,26.5
393,2026-01-24,Chennai,CHE-04,Member,Classic,17,Clear,26.5
394,2026-01-24,Chennai,CHE-06,Casual,Electric,49,Clear,26.5
395,2026-01-24,Chennai,CHE-09,Casual,Electric,42,Clear,26.5
396,2026-01-24,Chennai,CHE-08,Casual,Electric,45,Clear,26.5
397,2026-01-24,Bengaluru,BEN-05,Casual,Classic,37,Clear,26.4
398,2026-01-24,Bengaluru,BEN-11,Casual,Electric,38,Clear,26.4
399,2026-01-24,Bengaluru,BEN-03,Casual,Classic,45,Clear,26.4
400,2026-01-24,Bengaluru,BEN-07,Casual,Electric,40,Clear,26.4
401,2026-01-24,Bengaluru,BEN-09,Casual,Classic,34,Clear,26.4
402,2026-01-24,Bengaluru,BEN-08,Member,Classic,21,Clear,26.4
403,2026-01-24,Bengaluru,BEN-02,Casual,Classic,55,Clear,26.4
404,2026-01-25,Coimbatore,COI-06,Casual,Classic,23,Rain,26.6
405,2026-01-25,Coimbatore,COI-01,Casual,Classic,17,Rain,26.6
406,2026-01-25,Coimbatore,COI-08,Member,Electric,13,Rain,26.6
407,2026-01-25,Coimbatore,COI-10,Casual,Classic,27,Rain,26.6
408,2026-01-25,Coimbatore,COI-10,Member,Classic,12,Rain,26.6
409,2026-01-25,Coimbatore,COI-09,Casual,Classic,18,Rain,26.6
410,2026-01-25,Coimbatore,COI-08,Casual,Classic,34,Rain,26.6
411,2026-01-25,Chennai,CHE-12,Casual,Classic,45,Clear,30.2
412,2026-01-25,Chennai,CHE-05,Casual,Classic,25,Clear,30.2
413,2026-01-25,Chennai,CHE-12,Casual,Electric,42,Clear,30.2
414,2026-01-25,Chennai,CHE-09,Member,Classic,15,Clear,30.2
415,2026-01-25,Chennai,CHE-11,Casual,Electric,43,Clear,30.2
416,2026-01-25,Chennai,CHE-12,Member,Classic,20,Clear,30.2
417,2026-01-25,Bengaluru,BEN-10,Casual,Classic,43,Clear,26.8
418,2026-01-25,Bengaluru,BEN-12,Casual,Electric,51,Clear,26.8
419,2026-01-25,Bengaluru,BEN-11,Casual,Electric,27,Clear,26.8
420,2026-01-25,Bengaluru,BEN-03,Casual,Classic,38,Clear,26.8
421,2026-01-25,Bengaluru,BEN-12,Casual,Classic,26,Clear,26.8
422,2026-01-25,Bengaluru,BEN-05,Casual,Electric,36,Clear,26.8
423,2026-01-25,Bengaluru,BEN-04,Casual,Classic,40,Clear,26.8
424,2026-01-26,Coimbatore,COI-08,Member,Classic,24,Cloudy,28.6
425,2026-01-26,Coimbatore,COI-02,Member,Electric,19,Cloudy,28.6
426,2026-01-26,Coimbatore,COI-07,Member,Classic,15,Cloudy,28.6
427,2026-01-26,Coimbatore,COI-05,Casual,Electric,34,Cloudy,28.6
428,2026-01-26,Coimbatore,COI-08,Casual,Classic,26,Cloudy,28.6
429,2026-01-26,Chennai,CHE-02,Casual,Classic,26,Cloudy,27.6
430,2026-01-26,Chennai,CHE-04,Member,Classic,17,Cloudy,27.6
431,2026-01-26,Chennai,CHE-02,Member,Electric,18,Cloudy,27.6
432,2026-01-26,Chennai,CHE-02,Member,Electric,21,Cloudy,27.6
433,2026-01-26,Chennai,CHE-03,Member,Classic,30,Cloudy,27.6
434,2026-01-26,Bengaluru,BEN-05,Member,Electric,15,Cloudy,29.6
435,2026-01-26,Bengaluru,BEN-10,Member,Electric,20,Cloudy,29.6
436,2026-01-26,Bengaluru,BEN-01,Member,Electric,17,Cloudy,29.6
437,2026-01-26,Bengaluru,BEN-01,Casual,Classic,36,Cloudy,29.6
438,2026-01-26,Bengaluru,BEN-08,Casual,Classic,29,Cloudy,29.6
439,2026-01-26,Bengaluru,BEN-01,Member,Electric,21,Cloudy,29.6
440,2026-01-26,Bengaluru,BEN-02,Member,Classic,15,Cloudy,29.6
441,2026-01-27,Coimbatore,COI-08,Member,Classic,26,Clear,30.4
442,2026-01-27,Coimbatore,COI-06,Member,Electric,15,Clear,30.4
443,2026-01-27,Coimbatore,COI-12,Member,Classic,18,Clear,30.4
444,2026-01-27,Coimbatore,COI-11,Member,Classic,21,Clear,30.4
445,2026-01-27,Coimbatore,COI-07,Casual,Classic,43,Clear,30.4
446,2026-01-27,Chennai,CHE-06,Member,Classic,10,Clear,30.5
447,2026-01-27,Chennai,CHE-05,Casual,Classic,26,Clear,30.5
448,2026-01-27,Chennai,CHE-12,Casual,Classic,38,Clear,30.5
449,2026-01-27,Chennai,CHE-11,Member,Classic,16,Clear,30.5
450,2026-01-27,Chennai,CHE-07,Member,Classic,21,Clear,30.5
451,2026-01-27,Bengaluru,BEN-08,Casual,Classic,36,Cloudy,28.3
452,2026-01-27,Bengaluru,BEN-10,Member,Electric,29,Cloudy,28.3
453,2026-01-27,Bengaluru,BEN-11,Member,Electric,24,Cloudy,28.3
454,2026-01-27,Bengaluru,BEN-11,Casual,Electric,25,Cloudy,28.3
455,2026-01-27,Bengaluru,BEN-12,Casual,Electric,40,Cloudy,28.3
456,2026-01-27,Bengaluru,BEN-02,Member,Electric,20,Cloudy,28.3
457,2026-01-28,Coimbatore,COI-08,Member,Classic,23,Cloudy,30.0
458,2026-01-28,Coimbatore,COI-10,Member,Classic,26,Cloudy,30.0
459,2026-01-28,Coimbatore,COI-03,Member,Electric,17,Cloudy,30.0
460,2026-01-28,Chennai,CHE-12,Member,Electric,19,Clear,26.9
461,2026-01-28,Chennai,CHE-02,Member,Classic,21,Clear,26.9
462,2026-01-28,Chennai,CHE-02,Member,Classic,18,Clear,26.9
463,2026-01-28,Chennai,CHE-08,Member,Classic,28,Clear,26.9
464,2026-01-28,Chennai,CHE-03,Member,Classic,10,Clear,26.9
465,2026-01-28,Chennai,CHE-07,Casual,Electric,27,Clear,26.9
466,2026-01-28,Bengaluru,BEN-11,Member,Electric,9,Rain,30.0
467,2026-01-28,Bengaluru,BEN-09,Casual,Classic,21,Rain,30.0
468,2026-01-28,Bengaluru,BEN-04,Member,Classic,10,Rain,30.0
469,2026-01-28,Bengaluru,BEN-12,Casual,Electric,25,Rain,30.0
470,2026-01-28,Bengaluru,BEN-04,Member,Classic,10,Rain,30.0
471,2026-01-28,Bengaluru,BEN-12,Member,Classic,10,Rain,30.0
472,2026-01-28,Bengaluru,BEN-11,Casual,Classic,30,Rain,30.0
473,2026-01-29,Coimbatore,COI-08,Casual,Classic,42,Cloudy,30.4
474,2026-01-29,Coimbatore,COI-01,Member,Electric,20,Cloudy,30.4
475,2026-01-29,Coimbatore,COI-01,Member,Classic,13,Cloudy,30.4
476,2026-01-29,Coimbatore,COI-04,Member,Electric,20,Cloudy,30.4
477,2026-01-29,Coimbatore,COI-11,Casual,Electric,27,Cloudy,30.4
478,2026-01-29,Coimbatore,COI-03,Casual,Classic,42,Cloudy,30.4
479,2026-01-29,Chennai,CHE-11,Member,Classic,18,Clear,28.4
480,2026-01-29,Chennai,CHE-06,Member,Classic,15,Clear,28.4
481,2026-01-29,Chennai,CHE-07,Casual,Electric,34,Clear,28.4
482,2026-01-29,Chennai,CHE-03,Member,Classic,14,Clear,28.4
483,2026-01-29,Bengaluru,BEN-07,Casual,Classic,29,Clear,26.1
484,2026-01-29,Bengaluru,BEN-03,Casual,Classic,33,Clear,26.1
485,2026-01-29,Bengaluru,BEN-08,Member,Classic,17,Clear,26.1
486,2026-01-29,Bengaluru,BEN-12,Casual,Classic,35,Clear,26.1
487,2026-01-29,Bengaluru,BEN-01,Casual,Classic,24,Clear,26.1
488,2026-01-29,Bengaluru,BEN-10,Casual,Classic,40,Clear,26.1
489,2026-01-29,Bengaluru,BEN-06,Casual,Classic,16,Clear,26.1
490,2026-01-30,Coimbatore,COI-02,Casual,Electric,20,Rain,25.0
491,2026-01-30,Coimbatore,COI-12,Casual,Electric,26,Rain,25.0
492,2026-01-30,Coimbatore,COI-09,Member,Electric,9,Rain,25.0
493,2026-01-30,Coimbatore,COI-05,Member,Classic,7,Rain,25.0
494,2026-01-30,Coimbatore,COI-08,Member,Classic,12,Rain,25.0
495,2026-01-30,Chennai,CHE-07,Member,Electric,22,Clear,32.8
496,2026-01-30,Chennai,CHE-12,Member,Electric,16,Clear,32.8
497,2026-01-30,Chennai,CHE-07,Member,Classic,23,Clear,32.8
498,2026-01-30,Chennai,CHE-04,Member,Classic,16,Clear,32.8
499,2026-01-30,Chennai,CHE-11,Member,Electric,11,Clear,32.8
500,2026-01-30,Chennai,CHE-08,Member,Electric,18,Clear,32.8
501,2026-01-30,Bengaluru,BEN-09,Member,Classic,15,Clear,29.3
502,2026-01-30,Bengaluru,BEN-09,Casual,Electric,31,Clear,29.3
503,2026-01-30,Bengaluru,BEN-01,Member,Electric,24,Clear,29.3
504,2026-01-30,Bengaluru,BEN-04,Member,Electric,16,Clear,29.3
505,2026-01-30,Bengaluru,BEN-01,Member,Classic,19,Clear,29.3
506,2026-01-30,Bengaluru,BEN-10,Member,Electric,23,Clear,29.3
507,2026-01-30,Bengaluru,BEN-07,Casual,Electric,42,Clear,29.3
508,2026-01-31,Coimbatore,COI-09,Casual,Classic,41,Clear,25.3
509,2026-01-31,Coimbatore,COI-02,Casual,Electric,48,Clear,25.3
510,2026-01-31,Coimbatore,COI-04,Casual,Classic,19,Clear,25.3
511,2026-01-31,Coimbatore,COI-07,Member,Classic,24,Clear,25.3
512,2026-01-31,Coimbatore,COI-08,Member,Electric,18,Clear,25.3
513,2026-01-31,Coimbatore,COI-02,Casual,Electric,42,Clear,25.3
514,2026-01-31,Chennai,CHE-01,Casual,Classic,55,Clear,25.3
515,2026-01-31,Chennai,CHE-06,Casual,Classic,48,Clear,25.3
516,2026-01-31,Chennai,CHE-02,Casual,Electric,28,Clear,25.3
517,2026-01-31,Chennai,CHE-12,Casual,Electric,43,Clear,25.3
518,2026-01-31,Chennai,CHE-01,Casual,Classic,61,Clear,25.3
519,2026-01-31,Chennai,CHE-11,Casual,Electric,38,Clear,25.3
520,2026-01-31,Bengaluru,BEN-03,Member,Classic,29,Clear,26.1
521,2026-01-31,Bengaluru,BEN-03,Casual,Electric,37,Clear,26.1
522,2026-01-31,Bengaluru,BEN-07,Casual,Classic,42,Clear,26.1
523,2026-01-31,Bengaluru,BEN-12,Casual,Classic,28,Clear,26.1
524,2026-01-31,Bengaluru,BEN-06,Casual,Classic,51,Clear,26.1
525,2026-01-31,Bengaluru,BEN-10,Member,Classic,25,Clear,26.1
526,2026-01-31,Bengaluru,BEN-06,Casual,Classic,32,Clear,26.1
527,2026-02-01,Coimbatore,COI-03,Casual,Classic,31,Cloudy,25.8
528,2026-02-01,Coimbatore,COI-02,Casual,Electric,37,Cloudy,25.8
529,2026-02-01,Coimbatore,COI-05,Casual,Classic,40,Cloudy,25.8
530,2026-02-01,Coimbatore,COI-11,Member,Electric,25,Cloudy,25.8
531,2026-02-01,Coimbatore,COI-05,Member,Classic,21,Cloudy,25.8
532,2026-02-01,Coimbatore,COI-02,Casual,Electric,43,Cloudy,25.8
533,2026-02-01,Chennai,CHE-09,Casual,Classic,43,Clear,25.7
534,2026-02-01,Chennai,CHE-06,Member,Classic,24,Clear,25.7
535,2026-02-01,Chennai,CHE-12,Casual,Classic,25,Clear,25.7
536,2026-02-01,Chennai,CHE-04,Casual,Electric,49,Clear,25.7
537,2026-02-01,Chennai,CHE-05,Casual,Classic,36,Clear,25.7
538,2026-02-01,Chennai,CHE-03,Member,Classic,25,Clear,25.7
539,2026-02-01,Chennai,CHE-05,Casual,Classic,36,Clear,25.7
540,2026-02-01,Bengaluru,BEN-03,Casual,Classic,40,Cloudy,24.1
541,2026-02-01,Bengaluru,BEN-06,Member,Electric,19,Cloudy,24.1
542,2026-02-01,Bengaluru,BEN-11,Casual,Classic,52,Cloudy,24.1
543,2026-02-01,Bengaluru,BEN-04,Casual,Classic,30,Cloudy,24.1
544,2026-02-01,Bengaluru,BEN-07,Casual,Classic,62,Cloudy,24.1
545,2026-02-01,Bengaluru,BEN-10,Casual,Classic,36,Cloudy,24.1
546,2026-02-01,Bengaluru,BEN-05,Casual,Classic,29,Cloudy,24.1
547,2026-02-01,Bengaluru,BEN-10,Casual,Classic,50,Cloudy,24.1
548,2026-02-02,Coimbatore,COI-12,Casual,Classic,39,Cloudy,24.6
549,2026-02-02,Coimbatore,COI-07,Member,Electric,19,Cloudy,24.6
550,2026-02-02,Coimbatore,COI-05,Member,Classic,17,Cloudy,24.6
551,2026-02-02,Coimbatore,COI-02,Member,Electric,16,Cloudy,24.6
552,2026-02-02,Chennai,CHE-12,Member,Classic,6,Rain,26.1
553,2026-02-02,Chennai,CHE-09,Member,Classic,15,Rain,26.1
554,2026-02-02,Chennai,CHE-02,Member,Electric,10,Rain,26.1
555,2026-02-02,Chennai,CHE-01,Casual,Electric,15,Rain,26.1
556,2026-02-02,Chennai,CHE-11,Member,Electric,14,Rain,26.1
557,2026-02-02,Chennai,CHE-01,Member,Electric,14,Rain,26.1
558,2026-02-02,Bengaluru,BEN-10,Member,Classic,17,Clear,24.3
559,2026-02-02,Bengaluru,BEN-12,Member,Classic,11,Clear,24.3
560,2026-02-02,Bengaluru,BEN-01,Member,Classic,20,Clear,24.3
561,2026-02-02,Bengaluru,BEN-12,Member,Classic,20,Clear,24.3
562,2026-02-03,Coimbatore,COI-06,Casual,Classic,30,Clear,23.5
563,2026-02-03,Coimbatore,COI-05,Member,Classic,17,Clear,23.5
564,2026-02-03,Coimbatore,COI-01,Member,Electric,14,Clear,23.5
565,2026-02-03,Coimbatore,COI-12,Casual,Electric,30,Clear,23.5
566,2026-02-03,Chennai,CHE-08,Member,Classic,16,Clear,26.7
567,2026-02-03,Chennai,CHE-07,Member,Classic,21,Clear,26.7
568,2026-02-03,Chennai,CHE-04,Member,Electric,24,Clear,26.7
569,2026-02-03,Chennai,CHE-05,Member,Classic,21,Clear,26.7
570,2026-02-03,Bengaluru,BEN-04,Member,Classic,18,Cloudy,26.2
571,2026-02-03,Bengaluru,BEN-11,Member,Classic,22,Cloudy,26.2
572,2026-02-03,Bengaluru,BEN-07,Member,Classic,14,Cloudy,26.2
573,2026-02-03,Bengaluru,BEN-11,Member,Classic,22,Cloudy,26.2
574,2026-02-04,Coimbatore,COI-04,Member,Classic,8,Rain,25.1
575,2026-02-04,Coimbatore,COI-07,Member,Classic,10,Rain,25.1
576,2026-02-04,Coimbatore,COI-07,Member,Classic,8,Rain,25.1
577,2026-02-04,Coimbatore,COI-03,Member,Electric,9,Rain,25.1
578,2026-02-04,Coimbatore,COI-03,Member,Classic,7,Rain,25.1
579,2026-02-04,Chennai,CHE-07,Member,Classic,20,Clear,26.2
580,2026-02-04,Chennai,CHE-08,Casual,Classic,32,Clear,26.2
581,2026-02-04,Chennai,CHE-03,Member,Classic,17,Clear,26.2
582,2026-02-04,Chennai,CHE-04,Member,Classic,13,Clear,26.2
583,2026-02-04,Bengaluru,BEN-08,Member,Electric,11,Clear,22.9
584,2026-02-04,Bengaluru,BEN-02,Member,Classic,15,Clear,22.9
585,2026-02-04,Bengaluru,BEN-01,Member,Classic,24,Clear,22.9
586,2026-02-04,Bengaluru,BEN-04,Casual,Classic,31,Clear,22.9
587,2026-02-04,Bengaluru,BEN-05,Casual,Classic,38,Clear,22.9
588,2026-02-04,Bengaluru,BEN-05,Casual,Classic,20,Clear,22.9
589,2026-02-05,Coimbatore,COI-12,Casual,Classic,20,Rain,22.2
590,2026-02-05,Coimbatore,COI-12,Member,Classic,9,Rain,22.2
591,2026-02-05,Coimbatore,COI-04,Member,Classic,7,Rain,22.2
592,2026-02-05,Coimbatore,COI-09,Casual,Classic,14,Rain,22.2
593,2026-02-05,Coimbatore,COI-05,Member,Classic,9,Rain,22.2
594,2026-02-05,Chennai,CHE-03,Casual,Electric,26,Rain,26.8
595,2026-02-05,Chennai,CHE-11,Casual,Electric,32,Rain,26.8
596,2026-02-05,Chennai,CHE-04,Member,Electric,7,Rain,26.8
597,2026-02-05,Chennai,CHE-07,Member,Classic,11,Rain,26.8
598,2026-02-05,Chennai,CHE-05,Member,Classic,16,Rain,26.8
599,2026-02-05,Bengaluru,BEN-12,Casual,Electric,21,Clear,22.1
600,2026-02-05,Bengaluru,BEN-08,Casual,Classic,40,Clear,22.1
601,2026-02-05,Bengaluru,BEN-12,Member,Classic,19,Clear,22.1
602,2026-02-05,Bengaluru,BEN-12,Casual,Electric,19,Clear,22.1
603,2026-02-05,Bengaluru,BEN-07,Member,Classic,15,Clear,22.1
604,2026-02-05,Bengaluru,BEN-06,Casual,Classic,31,Clear,22.1
605,2026-02-05,Bengaluru,BEN-08,Casual,Classic,23,Clear,22.1
606,2026-02-06,Coimbatore,COI-08,Member,Electric,9,Rain,26.4
607,2026-02-06,Coimbatore,COI-07,Member,Electric,12,Rain,26.4
608,2026-02-06,Coimbatore,COI-03,Member,Electric,13,Rain,26.4
609,2026-02-06,Coimbatore,COI-02,Casual,Classic,26,Rain,26.4
610,2026-02-06,Coimbatore,COI-06,Member,Classic,7,Rain,26.4
611,2026-02-06,Chennai,CHE-02,Casual,Electric,29,Clear,27.6
612,2026-02-06,Chennai,CHE-03,Member,Classic,19,Clear,27.6
613,2026-02-06,Chennai,CHE-06,Member,Classic,17,Clear,27.6
614,2026-02-06,Chennai,CHE-07,Casual,Electric,32,Clear,27.6
615,2026-02-06,Bengaluru,BEN-05,Member,Electric,21,Clear,23.2
616,2026-02-06,Bengaluru,BEN-03,Member,Electric,21,Clear,23.2
617,2026-02-06,Bengaluru,BEN-10,Member,Electric,23,Clear,23.2
618,2026-02-06,Bengaluru,BEN-12,Member,Classic,20,Clear,23.2
619,2026-02-06,Bengaluru,BEN-08,Member,Electric,23,Clear,23.2
620,2026-02-07,Coimbatore,COI-07,Casual,Classic,33,Clear,22.5
621,2026-02-07,Coimbatore,COI-11,Casual,Classic,42,Clear,22.5
622,2026-02-07,Coimbatore,COI-10,Member,Classic,18,Clear,22.5
623,2026-02-07,Coimbatore,COI-11,Casual,Classic,42,Clear,22.5
624,2026-02-07,Coimbatore,COI-10,Casual,Classic,39,Clear,22.5
625,2026-02-07,Coimbatore,COI-04,Casual,Electric,39,Clear,22.5
626,2026-02-07,Coimbatore,COI-08,Casual,Classic,43,Clear,22.5
627,2026-02-07,Chennai,CHE-10,Casual,Electric,53,Clear,29.8
628,2026-02-07,Chennai,CHE-03,Casual,Classic,55,Clear,29.8
629,2026-02-07,Chennai,CHE-02,Casual,Electric,40,Clear,29.8
630,2026-02-07,Chennai,CHE-01,Member,Classic,21,Clear,29.8
631,2026-02-07,Chennai,CHE-07,Casual,Classic,36,Clear,29.8
632,2026-02-07,Chennai,CHE-11,Casual,Classic,55,Clear,29.8
633,2026-02-07,Bengaluru,BEN-07,Casual,Classic,44,Clear,23.8
634,2026-02-07,Bengaluru,BEN-11,Casual,Electric,28,Clear,23.8
635,2026-02-07,Bengaluru,BEN-04,Casual,Classic,35,Clear,23.8
636,2026-02-07,Bengaluru,BEN-07,Member,Classic,14,Clear,23.8
637,2026-02-07,Bengaluru,BEN-11,Member,Electric,30,Clear,23.8
638,2026-02-07,Bengaluru,BEN-12,Casual,Classic,45,Clear,23.8
639,2026-02-07,Bengaluru,BEN-09,Member,Classic,17,Clear,23.8
640,2026-02-07,Bengaluru,BEN-03,Casual,Electric,40,Clear,23.8
641,2026-02-08,Coimbatore,COI-07,Member,Electric,23,Clear,26.8
642,2026-02-08,Coimbatore,COI-12,Member,Classic,21,Clear,26.8
643,2026-02-08,Coimbatore,COI-01,Casual,Electric,28,Clear,26.8
644,2026-02-08,Coimbatore,COI-06,Casual,Classic,40,Clear,26.8
645,2026-02-08,Coimbatore,COI-02,Member,Electric,29,Clear,26.8
646,2026-02-08,Coimbatore,COI-01,Member,Classic,17,Clear,26.8
647,2026-02-08,Coimbatore,COI-03,Casual,Classic,49,Clear,26.8
648,2026-02-08,Coimbatore,COI-01,Member,Electric,24,Clear,26.8
649,2026-02-08,Chennai,CHE-02,Casual,Classic,46,Clear,25.6
650,2026-02-08,Chennai,CHE-03,Casual,Electric,28,Clear,25.6
651,2026-02-08,Chennai,CHE-08,Member,Classic,28,Clear,25.6
652,2026-02-08,Chennai,CHE-05,Casual,Electric,43,Clear,25.6
653,2026-02-08,Chennai,CHE-10,Member,Classic,26,Clear,25.6
654,2026-02-08,Chennai,CHE-04,Casual,Electric,40,Clear,25.6
655,2026-02-08,Chennai,CHE-04,Casual,Classic,23,Clear,25.6
656,2026-02-08,Chennai,CHE-04,Casual,Classic,41,Clear,25.6
657,2026-02-08,Chennai,CHE-11,Member,Electric,29,Clear,25.6
658,2026-02-08,Bengaluru,BEN-12,Casual,Electric,25,Rain,22.1
659,2026-02-08,Bengaluru,BEN-01,Member,Classic,17,Rain,22.1
660,2026-02-08,Bengaluru,BEN-05,Casual,Classic,23,Rain,22.1
661,2026-02-08,Bengaluru,BEN-12,Member,Electric,17,Rain,22.1
662,2026-02-08,Bengaluru,BEN-12,Casual,Classic,20,Rain,22.1
663,2026-02-08,Bengaluru,BEN-02,Member,Classic,18,Rain,22.1
664,2026-02-08,Bengaluru,BEN-11,Casual,Classic,32,Rain,22.1
665,2026-02-09,Coimbatore,COI-06,Member,Electric,16,Clear,23.8
666,2026-02-09,Coimbatore,COI-04,Member,Classic,11,Clear,23.8
667,2026-02-09,Coimbatore,COI-08,Member,Electric,20,Clear,23.8
668,2026-02-09,Coimbatore,COI-09,Member,Classic,19,Clear,23.8
669,2026-02-09,Chennai,CHE-11,Member,Classic,12,Rain,25.4
670,2026-02-09,Chennai,CHE-10,Member,Electric,12,Rain,25.4
671,2026-02-09,Chennai,CHE-04,Member,Electric,10,Rain,25.4
672,2026-02-09,Chennai,CHE-01,Casual,Classic,21,Rain,25.4
673,2026-02-09,Chennai,CHE-07,Member,Classic,11,Rain,25.4
674,2026-02-09,Bengaluru,BEN-03,Member,Classic,18,Cloudy,25.5
675,2026-02-09,Bengaluru,BEN-04,Member,Classic,19,Cloudy,25.5
676,2026-02-09,Bengaluru,BEN-11,Casual,Classic,26,Cloudy,25.5
677,2026-02-09,Bengaluru,BEN-02,Casual,Classic,17,Cloudy,25.5
678,2026-02-09,Bengaluru,BEN-11,Member,Classic,13,Cloudy,25.5
679,2026-02-09,Bengaluru,BEN-06,Member,Classic,25,Cloudy,25.5
680,2026-02-09,Bengaluru,BEN-01,Member,Electric,13,Cloudy,25.5
681,2026-02-10,Coimbatore,COI-06,Casual,Classic,15,Rain,24.9
682,2026-02-10,Coimbatore,COI-05,Member,Classic,13,Rain,24.9
683,2026-02-10,Coimbatore,COI-11,Member,Classic,8,Rain,24.9
684,2026-02-10,Coimbatore,COI-09,Member,Classic,8,Rain,24.9
685,2026-02-10,Chennai,CHE-11,Member,Classic,22,Clear,26.0
686,2026-02-10,Chennai,CHE-01,Casual,Classic,26,Clear,26.0
687,2026-02-10,Chennai,CHE-08,Casual,Electric,26,Clear,26.0
688,2026-02-10,Chennai,CHE-06,Member,Classic,22,Clear,26.0
689,2026-02-10,Chennai,CHE-05,Member,Classic,17,Clear,26.0
690,2026-02-10,Chennai,CHE-09,Member,Electric,21,Clear,26.0
691,2026-02-10,Bengaluru,BEN-12,Casual,Classic,29,Cloudy,28.3
692,2026-02-10,Bengaluru,BEN-04,Member,Electric,15,Cloudy,28.3
693,2026-02-10,Bengaluru,BEN-03,Member,Electric,10,Cloudy,28.3
694,2026-02-10,Bengaluru,BEN-12,Member,Classic,25,Cloudy,28.3
695,2026-02-10,Bengaluru,BEN-10,Member,Electric,25,Cloudy,28.3
696,2026-02-10,Bengaluru,BEN-04,Member,Classic,19,Cloudy,28.3
697,2026-02-11,Coimbatore,COI-08,Member,Classic,17,Clear,23.5
698,2026-02-11,Coimbatore,COI-04,Member,Electric,17,Clear,23.5
699,2026-02-11,Coimbatore,COI-06,Casual,Classic,38,Clear,23.5
700,2026-02-11,Coimbatore,COI-12,Member,Classic,25,Clear,23.5
701,2026-02-11,Coimbatore,COI-02,Casual,Electric,41,Clear,23.5
702,2026-02-11,Coimbatore,COI-07,Member,Electric,11,Clear,23.5
703,2026-02-11,Chennai,CHE-08,Casual,Electric,21,Clear,26.4
704,2026-02-11,Chennai,CHE-09,Member,Classic,20,Clear,26.4
705,2026-02-11,Chennai,CHE-10,Member,Electric,19,Clear,26.4
706,2026-02-11,Bengaluru,BEN-01,Member,Classic,15,Clear,26.9
707,2026-02-11,Bengaluru,BEN-10,Casual,Electric,12,Clear,26.9
708,2026-02-11,Bengaluru,BEN-10,Member,Electric,27,Clear,26.9
709,2026-02-11,Bengaluru,BEN-12,Member,Classic,20,Clear,26.9
710,2026-02-11,Bengaluru,BEN-06,Member,Classic,17,Clear,26.9
711,2026-02-12,Coimbatore,COI-01,Casual,Electric,31,Cloudy,28.4
712,2026-02-12,Coimbatore,COI-02,Member,Classic,14,Cloudy,28.4
713,2026-02-12,Coimbatore,COI-08,Member,Electric,18,Cloudy,28.4
714,2026-02-12,Coimbatore,COI-07,Casual,Electric,30,Cloudy,28.4
715,2026-02-12,Chennai,CHE-11,Member,Electric,12,Rain,26.7
