Order ID,Order Date,Ship Date,Ship Mode,Customer Segment,Region,State,City,Product Category,Sub-Category,Sales,Profit,Quantity,Discount
ORD-2024-1045,10-12-2024,17-12-2024,Same Day,Consumer,South,Telangana,Hyderabad,Office Supplies,Labels,959.78,63.83,7,0.2
ORD-2025-1513,10-12-2025,17-12-2025,Second Class,Home Office,North,Rajasthan,Udaipur,Furniture,Chairs,1653.72,175.03,4,0
ORD-2025-1121,11-01-2025,18-01-2025,Same Day,Home Office,South,Telangana,Hyderabad,Electronics,Audio,10251.86,891.34,8,0.1
ORD-2025-1169,11-01-2025,16-01-2025,First Class,Corporate,South,Kerala,Thiruvananthapuram,Technology,Machines,1522.21,84.21,3,0.1
ORD-2025-1242,11-01-2025,13-01-2025,Standard Class,Consumer,West,Goa,Panaji,Office Supplies,Paper,114.75,18.64,2,0.15
ORD-2024-1512,11-02-2024,15-02-2024,Same Day,Corporate,South,Karnataka,Bengaluru,Office Supplies,Binders,1662.3,453.09,9,0
ORD-2025-1137,11-02-2025,14-02-2025,Second Class,Corporate,East,Assam,Guwahati,Office Supplies,Art,656.56,152.71,4,0
ORD-2025-1378,11-02-2025,12-02-2025,Same Day,Home Office,East,Assam,Guwahati,Furniture,Chairs,646.25,97.83,1,0
ORD-2025-1435,11-02-2025,14-02-2025,First Class,Home Office,North,Rajasthan,Jaipur,Furniture,Storage,3214.89,-10.77,5,0.1
ORD-2025-1586,11-02-2025,18-02-2025,First Class,Consumer,North,Rajasthan,Jaipur,Electronics,Wearables,2047.3,-77.12,7,0.2
ORD-2024-1142,11-05-2024,16-05-2024,Same Day,Home Office,North,Rajasthan,Udaipur,Technology,Machines,3031.5,-131.49,3,0.3
ORD-2024-1152,11-05-2024,12-05-2024,Second Class,Consumer,West,Madhya Pradesh,Bhopal,Technology,Phones,4728.72,420.36,6,0.15
ORD-2025-1506,11-05-2025,16-05-2025,First Class,Corporate,North,Delhi,New Delhi,Furniture,Chairs,560.54,-36.73,4,0.2
ORD-2025-1592,11-05-2025,15-05-2025,First Class,Consumer,North,Rajasthan,Udaipur,Electronics,Wearables,6467.16,-1003.67,12,0.3
ORD-2024-1041,11-06-2024,18-06-2024,First Class,Home Office,East,Assam,Guwahati,Technology,Copiers,15273.12,3133.7,8,0
ORD-2025-1149,11-06-2025,15-06-2025,Same Day,Home Office,East,Bihar,Patna,Technology,Copiers,5163.3,218.5,5,0.1
ORD-2025-1091,11-07-2025,18-07-2025,Standard Class,Corporate,West,Gujarat,Surat,Furniture,Bookcases,2618.77,233.02,7,0
ORD-2025-1491,11-08-2025,12-08-2025,Standard Class,Home Office,West,Goa,Panaji,Technology,Copiers,8512.56,711.7,8,0.1
ORD-2025-1283,11-09-2025,18-09-2025,Same Day,Home Office,East,Assam,Guwahati,Furniture,Storage,1225.76,197.77,8,0
ORD-2024-1003,11-10-2024,13-10-2024,Standard Class,Corporate,East,West Bengal,Kolkata,Technology,Machines,3312.96,461.41,6,0
ORD-2024-1238,11-10-2024,12-10-2024,Second Class,Home Office,West,Maharashtra,Nagpur,Office Supplies,Paper,728.37,238.49,9,0
ORD-2025-1568,11-10-2025,13-10-2025,Second Class,Corporate,South,Telangana,Hyderabad,Office Supplies,Binders,742.91,-8.39,5,0.3
ORD-2024-1185,11-11-2024,14-11-2024,Same Day,Corporate,East,Bihar,Patna,Office Supplies,Art,670.39,100.47,8,0.1
ORD-2024-1499,11-12-2024,18-12-2024,Second Class,Corporate,West,Gujarat,Ahmedabad,Technology,Copiers,9147.84,2081.91,6,0
ORD-2025-1465,11-12-2025,16-12-2025,Second Class,Consumer,South,Kerala,Thiruvananthapuram,Furniture,Tables,2579.56,35.42,7,0.15
ORD-2024-1313,12-01-2024,19-01-2024,Same Day,Consumer,East,Assam,Guwahati,Technology,Phones,12991.73,-1209.15,9,0.3
ORD-2025-1087,12-01-2025,19-01-2025,First Class,Consumer,West,Maharashtra,Pune,Office Supplies,Labels,801.17,106.64,5,0.15
ORD-2025-1444,12-01-2025,16-01-2025,First Class,Corporate,East,West Bengal,Kolkata,Technology,Machines,8930.54,-758.68,7,0.3
ORD-2024-1131,12-02-2024,15-02-2024,Same Day,Corporate,West,Maharashtra,Pune,Furniture,Tables,6847.42,540.35,9,0.1
ORD-2024-1073,12-03-2024,15-03-2024,First Class,Consumer,West,Gujarat,Surat,Furniture,Tables,4995.13,816.33,7,0
ORD-2024-1076,12-04-2024,17-04-2024,Second Class,Consumer,North,Punjab,Amritsar,Electronics,Cameras,1096.83,-71.94,1,0.2
ORD-2025-1498,12-04-2025,17-04-2025,Standard Class,Consumer,South,Tamil Nadu,Coimbatore,Technology,Phones,4584.5,970.91,10,0
ORD-2024-1117,12-05-2024,17-05-2024,First Class,Consumer,North,Punjab,Amritsar,Office Supplies,Labels,357.32,102.16,2,0
ORD-2024-1310,12-06-2024,13-06-2024,Same Day,Consumer,South,Tamil Nadu,Chennai,Technology,Phones,8762.94,1053.54,10,0.1
ORD-2025-1455,12-06-2025,19-06-2025,Same Day,Home Office,East,Bihar,Patna,Technology,Phones,6991.07,-324.0,4,0.2
ORD-2025-1028,12-07-2025,13-07-2025,Second Class,Consumer,West,Madhya Pradesh,Indore,Furniture,Tables,6497.14,-326.1,10,0.15
ORD-2025-1083,12-09-2025,19-09-2025,First Class,Consumer,West,Goa,Panaji,Office Supplies,Binders,443.45,17.69,5,0.3
ORD-2024-1032,12-10-2024,15-10-2024,First Class,Consumer,North,Punjab,Amritsar,Office Supplies,Binders,908.1,134.5,7,0.2
ORD-2024-1214,12-10-2024,19-10-2024,Second Class,Corporate,West,Madhya Pradesh,Indore,Technology,Accessories,3057.16,15.82,2,0.15
ORD-2024-1511,12-10-2024,13-10-2024,First Class,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Labels,1544.34,-23.68,12,0.3
ORD-2024-1084,12-11-2024,16-11-2024,First Class,Corporate,South,Telangana,Hyderabad,Technology,Phones,816.34,-30.09,6,0.2
ORD-2025-1100,12-11-2025,16-11-2025,First Class,Corporate,North,Uttar Pradesh,Noida,Furniture,Bookcases,9502.08,1585.33,12,0
ORD-2024-1312,12-12-2024,17-12-2024,Second Class,Corporate,East,West Bengal,Kolkata,Electronics,Wearables,8295.35,-211.33,12,0.15
ORD-2024-1051,13-01-2024,17-01-2024,Same Day,Home Office,West,Goa,Panaji,Office Supplies,Art,371.65,87.74,2,0.1
ORD-2024-1190,13-01-2024,14-01-2024,Standard Class,Home Office,North,Rajasthan,Udaipur,Furniture,Storage,2185.01,71.55,5,0.15
ORD-2024-1482,13-01-2024,16-01-2024,Standard Class,Consumer,West,Madhya Pradesh,Bhopal,Furniture,Storage,6050.3,289.5,8,0.1
ORD-2024-1397,13-02-2024,18-02-2024,First Class,Consumer,East,West Bengal,Siliguri,Technology,Phones,11169.92,107.47,8,0.2
ORD-2024-1544,13-02-2024,15-02-2024,Same Day,Consumer,North,Delhi,New Delhi,Technology,Copiers,3052.03,165.78,11,0.15
ORD-2025-1565,13-03-2025,15-03-2025,First Class,Corporate,East,Bihar,Patna,Office Supplies,Labels,144.14,19.08,2,0.2
ORD-2024-1254,13-05-2024,15-05-2024,Standard Class,Home Office,North,Punjab,Ludhiana,Furniture,Tables,3625.97,-170.31,6,0.2
ORD-2024-1311,13-05-2024,17-05-2024,Standard Class,Corporate,West,Goa,Panaji,Electronics,Wearables,2493.67,134.83,2,0.1
ORD-2025-1333,13-05-2025,14-05-2025,Standard Class,Consumer,East,West Bengal,Siliguri,Office Supplies,Labels,853.93,223.76,11,0
ORD-2025-1350,13-06-2025,16-06-2025,First Class,Corporate,South,Kerala,Thiruvananthapuram,Office Supplies,Binders,330.48,44.81,4,0.15
ORD-2024-1400,13-07-2024,18-07-2024,First Class,Home Office,North,Rajasthan,Udaipur,Office Supplies,Labels,304.32,92.28,6,0
ORD-2025-1081,13-07-2025,15-07-2025,Same Day,Home Office,East,West Bengal,Siliguri,Electronics,Wearables,848.44,-4.31,6,0.15
ORD-2024-1122,13-09-2024,14-09-2024,Standard Class,Corporate,West,Gujarat,Ahmedabad,Technology,Accessories,7377.05,652.35,6,0.15
ORD-2024-1054,13-10-2024,18-10-2024,Second Class,Consumer,West,Gujarat,Surat,Technology,Machines,6683.08,-26.63,5,0.15
ORD-2024-1598,13-11-2024,20-11-2024,First Class,Home Office,South,Tamil Nadu,Coimbatore,Office Supplies,Labels,733.73,43.74,6,0.2
ORD-2025-1396,13-11-2025,15-11-2025,Standard Class,Consumer,West,Goa,Panaji,Office Supplies,Binders,779.04,72.77,4,0.2
ORD-2025-1531,13-11-2025,16-11-2025,Same Day,Corporate,North,Rajasthan,Jaipur,Office Supplies,Binders,860.16,2.38,12,0.3
ORD-2024-1102,13-12-2024,16-12-2024,Standard Class,Consumer,North,Uttar Pradesh,Lucknow,Furniture,Bookcases,216.78,0.16,3,0.15
ORD-2025-1125,13-12-2025,15-12-2025,Standard Class,Consumer,South,Tamil Nadu,Coimbatore,Electronics,Cameras,8299.66,593.71,8,0.1
ORD-2025-1357,14-01-2025,15-01-2025,Same Day,Corporate,South,Tamil Nadu,Madurai,Technology,Copiers,10955.35,2452.27,7,0
ORD-2025-1588,14-01-2025,16-01-2025,First Class,Consumer,East,Assam,Guwahati,Electronics,Wearables,13086.0,2068.23,9,0
ORD-2024-1075,14-02-2024,17-02-2024,Second Class,Corporate,South,Karnataka,Mysuru,Furniture,Storage,5801.54,-939.14,12,0.3
ORD-2024-1248,14-02-2024,16-02-2024,First Class,Corporate,West,Maharashtra,Mumbai,Technology,Phones,16072.83,1769.37,9,0.1
ORD-2024-1393,14-03-2024,19-03-2024,Same Day,Consumer,North,Punjab,Ludhiana,Furniture,Storage,1303.46,-228.1,4,0.3
ORD-2024-1001,14-04-2024,21-04-2024,Standard Class,Consumer,North,Delhi,New Delhi,Furniture,Tables,6186.15,798.32,9,0
ORD-2024-1050,14-04-2024,21-04-2024,Standard Class,Corporate,South,Tamil Nadu,Madurai,Technology,Accessories,16102.66,1216.6,11,0.15
ORD-2024-1199,14-04-2024,16-04-2024,Same Day,Consumer,North,Delhi,New Delhi,Office Supplies,Art,166.26,32.54,7,0.1
ORD-2024-1221,14-04-2024,21-04-2024,Standard Class,Corporate,East,West Bengal,Siliguri,Office Supplies,Labels,833.48,264.61,4,0
ORD-2024-1326,14-04-2024,19-04-2024,Same Day,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,2220.23,402.94,12,0.15
ORD-2024-1541,14-04-2024,16-04-2024,Standard Class,Corporate,West,Madhya Pradesh,Bhopal,Electronics,Audio,791.17,-119.59,4,0.3
ORD-2025-1368,14-04-2025,21-04-2025,Standard Class,Corporate,West,Madhya Pradesh,Bhopal,Technology,Machines,7472.57,-1025.72,10,0.3
ORD-2025-1558,14-05-2025,15-05-2025,Same Day,Corporate,South,Kerala,Thiruvananthapuram,Furniture,Storage,3497.34,-191.03,8,0.2
ORD-2024-1156,14-07-2024,15-07-2024,Second Class,Corporate,South,Tamil Nadu,Madurai,Electronics,Audio,4865.7,687.5,7,0
ORD-2025-1318,14-07-2025,19-07-2025,Same Day,Consumer,North,Punjab,Ludhiana,Office Supplies,Art,193.2,61.76,2,0
ORD-2025-1193,14-10-2025,15-10-2025,First Class,Home Office,West,Madhya Pradesh,Bhopal,Office Supplies,Binders,318.96,71.62,2,0.1
ORD-2024-1282,14-11-2024,17-11-2024,Second Class,Consumer,East,West Bengal,Siliguri,Technology,Machines,17951.81,-721.27,12,0.2
ORD-2025-1139,14-11-2025,17-11-2025,First Class,Consumer,South,Kerala,Kochi,Technology,Machines,12163.81,292.37,9,0.15
ORD-2024-1367,14-12-2024,15-12-2024,First Class,Home Office,South,Kerala,Kochi,Office Supplies,Art,857.31,151.16,5,0.15
ORD-2025-1039,14-12-2025,18-12-2025,Standard Class,Consumer,South,Kerala,Kochi,Office Supplies,Paper,504.48,149.13,4,0
ORD-2025-1192,14-12-2025,16-12-2025,Standard Class,Consumer,North,Uttar Pradesh,Kanpur,Office Supplies,Paper,125.58,18.73,2,0.2
ORD-2025-1096,15-02-2025,19-02-2025,Standard Class,Consumer,East,Assam,Guwahati,Furniture,Storage,4112.64,-78.26,8,0.2
ORD-2024-1330,15-03-2024,22-03-2024,Second Class,Corporate,North,Uttar Pradesh,Kanpur,Technology,Machines,3070.0,558.93,4,0
ORD-2024-1349,15-04-2024,22-04-2024,First Class,Home Office,West,Madhya Pradesh,Indore,Furniture,Bookcases,6730.72,-1162.06,11,0.3
ORD-2024-1383,15-04-2024,16-04-2024,Same Day,Home Office,South,Telangana,Hyderabad,Furniture,Storage,899.71,-53.64,8,0.15
ORD-2024-1522,15-05-2024,19-05-2024,First Class,Consumer,North,Uttar Pradesh,Kanpur,Electronics,Wearables,3579.2,-55.59,8,0.2
ORD-2025-1219,15-05-2025,17-05-2025,First Class,Consumer,West,Madhya Pradesh,Bhopal,Office Supplies,Labels,17.67,0.64,1,0.3
ORD-2025-1495,15-05-2025,19-05-2025,Same Day,Consumer,South,Tamil Nadu,Madurai,Electronics,Audio,1085.11,-53.42,9,0.2
ORD-2024-1269,15-06-2024,19-06-2024,First Class,Consumer,East,Assam,Guwahati,Technology,Accessories,254.79,33.63,1,0
ORD-2025-1133,15-06-2025,18-06-2025,Second Class,Home Office,East,Odisha,Bhubaneswar,Technology,Machines,19250.03,921.94,12,0.1
ORD-2025-1388,15-07-2025,18-07-2025,Second Class,Home Office,North,Rajasthan,Udaipur,Office Supplies,Binders,414.72,74.43,9,0.1
ORD-2024-1031,15-08-2024,17-08-2024,Second Class,Consumer,South,Tamil Nadu,Coimbatore,Electronics,Cameras,9887.04,1290.45,8,0
ORD-2024-1047,15-09-2024,16-09-2024,First Class,Consumer,East,Assam,Guwahati,Technology,Copiers,11093.93,2.31,12,0.15
ORD-2024-1289,15-09-2024,17-09-2024,Same Day,Home Office,East,Assam,Guwahati,Electronics,Cameras,6844.67,324.65,11,0.15
ORD-2025-1006,15-09-2025,22-09-2025,Same Day,Corporate,East,Bihar,Patna,Technology,Phones,5512.68,806.73,12,0
ORD-2024-1547,15-10-2024,17-10-2024,Standard Class,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,2033.19,665.58,9,0
ORD-2025-1059,15-10-2025,19-10-2025,Same Day,Corporate,North,Delhi,New Delhi,Technology,Accessories,268.12,6.28,1,0.15
ORD-2024-1103,15-12-2024,17-12-2024,Standard Class,Consumer,North,Delhi,New Delhi,Office Supplies,Labels,1147.92,353.2,12,0
ORD-2025-1261,15-12-2025,18-12-2025,Second Class,Home Office,West,Goa,Panaji,Furniture,Bookcases,663.57,-26.51,1,0.2
ORD-2025-1516,15-12-2025,20-12-2025,First Class,Home Office,East,West Bengal,Siliguri,Office Supplies,Art,386.12,10.99,4,0.3
ORD-2024-1024,16-03-2024,21-03-2024,Standard Class,Consumer,East,West Bengal,Kolkata,Office Supplies,Binders,286.1,92.5,5,0
ORD-2025-1176,16-04-2025,19-04-2025,Standard Class,Home Office,West,Madhya Pradesh,Bhopal,Technology,Accessories,1362.4,36.17,4,0.2
ORD-2025-1554,16-05-2025,20-05-2025,Standard Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Bookcases,807.81,64.59,3,0
ORD-2024-1049,16-06-2024,19-06-2024,Same Day,Corporate,East,Bihar,Patna,Technology,Phones,327.01,61.34,1,0
ORD-2024-1240,16-06-2024,20-06-2024,First Class,Consumer,South,Tamil Nadu,Chennai,Technology,Phones,16075.17,1178.29,9,0.15
ORD-2024-1432,16-06-2024,18-06-2024,First Class,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Paper,296.16,16.85,7,0.3
ORD-2025-1300,16-06-2025,21-06-2025,First Class,Corporate,North,Delhi,New Delhi,Electronics,Cameras,4562.49,89.18,7,0.2
ORD-2024-1057,16-07-2024,19-07-2024,Second Class,Consumer,West,Goa,Panaji,Furniture,Chairs,1121.59,-146.91,9,0.3
ORD-2024-1485,16-07-2024,17-07-2024,Second Class,Home Office,West,Goa,Panaji,Technology,Machines,299.54,67.05,2,0
ORD-2025-1546,16-08-2025,19-08-2025,Second Class,Home Office,East,West Bengal,Kolkata,Furniture,Bookcases,2323.5,-295.42,9,0.3
ORD-2024-1575,16-09-2024,21-09-2024,Standard Class,Home Office,North,Delhi,New Delhi,Technology,Accessories,7989.08,-109.57,11,0.2
ORD-2025-1062,16-09-2025,23-09-2025,Standard Class,Consumer,West,Goa,Panaji,Office Supplies,Binders,93.79,6.67,4,0.2
ORD-2025-1088,16-09-2025,18-09-2025,First Class,Home Office,South,Kerala,Kochi,Technology,Machines,11242.54,-1052.0,11,0.3
ORD-2024-1245,16-10-2024,19-10-2024,Second Class,Corporate,South,Tamil Nadu,Coimbatore,Furniture,Storage,2821.96,-54.19,9,0.1
ORD-2025-1135,16-10-2025,17-10-2025,Second Class,Consumer,North,Uttar Pradesh,Noida,Electronics,Cameras,1663.79,77.09,11,0.1
ORD-2025-1266,16-10-2025,21-10-2025,Standard Class,Consumer,West,Maharashtra,Mumbai,Technology,Accessories,2549.04,415.79,8,0
ORD-2025-1487,16-10-2025,20-10-2025,First Class,Corporate,South,Telangana,Hyderabad,Office Supplies,Binders,808.71,2.18,5,0.3
ORD-2025-1023,16-11-2025,23-11-2025,First Class,Corporate,North,Rajasthan,Udaipur,Electronics,Audio,2305.89,53.24,5,0.1
ORD-2024-1228,17-01-2024,18-01-2024,Same Day,Consumer,West,Goa,Panaji,Furniture,Storage,2273.75,58.33,3,0.1
ORD-2025-1014,17-01-2025,21-01-2025,Standard Class,Corporate,South,Telangana,Hyderabad,Electronics,Wearables,10843.52,1353.17,8,0
ORD-2025-1022,17-02-2025,18-02-2025,Standard Class,Home Office,North,Punjab,Ludhiana,Office Supplies,Paper,2356.9,678.53,10,0
ORD-2024-1249,17-03-2024,22-03-2024,Second Class,Corporate,North,Delhi,New Delhi,Technology,Copiers,7237.55,335.98,7,0.2
ORD-2024-1270,17-03-2024,22-03-2024,Same Day,Home Office,North,Uttar Pradesh,Lucknow,Electronics,Audio,2832.48,451.51,2,0
ORD-2024-1353,17-05-2024,24-05-2024,First Class,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Paper,1306.0,307.68,10,0
ORD-2025-1197,17-05-2025,19-05-2025,Same Day,Consumer,West,Goa,Panaji,Technology,Copiers,5337.36,312.63,7,0.1
ORD-2025-1179,17-06-2025,19-06-2025,Second Class,Home Office,East,Odisha,Bhubaneswar,Electronics,Wearables,3277.65,510.24,5,0
ORD-2025-1434,17-06-2025,18-06-2025,Same Day,Home Office,West,Goa,Panaji,Technology,Phones,1048.38,190.67,1,0
ORD-2024-1340,17-07-2024,18-07-2024,Same Day,Home Office,West,Gujarat,Ahmedabad,Furniture,Bookcases,1600.97,-311.49,10,0.3
ORD-2024-1581,17-08-2024,18-08-2024,Second Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Wearables,10262.02,-192.92,9,0.2
ORD-2025-1295,17-08-2025,22-08-2025,Same Day,Home Office,North,Rajasthan,Jaipur,Electronics,Wearables,552.67,-12.72,4,0.15
ORD-2024-1035,17-11-2024,24-11-2024,Same Day,Corporate,West,Maharashtra,Nagpur,Electronics,Wearables,15373.68,2317.0,12,0
ORD-2024-1579,17-11-2024,22-11-2024,Second Class,Home Office,South,Tamil Nadu,Coimbatore,Furniture,Bookcases,442.29,53.8,3,0
ORD-2024-1370,18-03-2024,23-03-2024,First Class,Consumer,East,West Bengal,Siliguri,Technology,Machines,16447.44,2719.65,8,0
ORD-2024-1046,18-05-2024,22-05-2024,Same Day,Corporate,North,Rajasthan,Jaipur,Furniture,Storage,1030.59,13.12,5,0.1
ORD-2024-1417,18-05-2024,22-05-2024,Second Class,Home Office,North,Rajasthan,Udaipur,Technology,Accessories,9176.54,965.6,8,0.1
ORD-2025-1577,18-05-2025,22-05-2025,Standard Class,Consumer,East,Assam,Guwahati,Furniture,Chairs,3284.59,-222.57,6,0.2
ORD-2024-1351,18-06-2024,20-06-2024,Second Class,Consumer,West,Maharashtra,Nagpur,Electronics,Cameras,1881.11,227.9,11,0
ORD-2024-1364,18-07-2024,19-07-2024,Second Class,Home Office,West,Madhya Pradesh,Indore,Furniture,Bookcases,5529.8,26.79,9,0.15
ORD-2025-1344,18-07-2025,19-07-2025,Second Class,Home Office,West,Madhya Pradesh,Bhopal,Technology,Copiers,4691.2,1004.76,10,0
ORD-2025-1226,18-08-2025,19-08-2025,Same Day,Home Office,East,Bihar,Patna,Electronics,Cameras,15734.76,2723.58,12,0
ORD-2024-1576,18-09-2024,21-09-2024,Second Class,Corporate,South,Kerala,Thiruvananthapuram,Furniture,Storage,616.04,56.08,4,0
ORD-2025-1025,18-09-2025,25-09-2025,Standard Class,Consumer,East,Bihar,Patna,Office Supplies,Art,1036.34,16.02,11,0.3
ORD-2024-1410,18-10-2024,23-10-2024,Second Class,Consumer,West,Madhya Pradesh,Bhopal,Furniture,Chairs,280.11,19.79,3,0
ORD-2025-1232,18-10-2025,25-10-2025,Second Class,Corporate,East,Bihar,Patna,Furniture,Tables,1508.12,-96.75,9,0.15
ORD-2025-1180,18-11-2025,22-11-2025,Second Class,Corporate,West,Madhya Pradesh,Indore,Electronics,Wearables,5719.49,-219.44,6,0.2
ORD-2025-1566,18-11-2025,23-11-2025,Second Class,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Labels,39.4,4.74,1,0.2
ORD-2024-1387,18-12-2024,21-12-2024,Same Day,Corporate,South,Telangana,Hyderabad,Furniture,Tables,371.79,-6.61,1,0.2
ORD-2025-1279,18-12-2025,23-12-2025,Second Class,Home Office,West,Goa,Panaji,Office Supplies,Binders,1042.72,283.04,7,0
ORD-2025-1486,19-01-2025,26-01-2025,Second Class,Consumer,North,Delhi,New Delhi,Electronics,Audio,10845.63,491.52,11,0.15
ORD-2024-1268,19-02-2024,23-02-2024,Same Day,Corporate,North,Uttar Pradesh,Kanpur,Technology,Phones,7141.82,1560.17,7,0
ORD-2025-1496,19-02-2025,20-02-2025,Second Class,Home Office,North,Uttar Pradesh,Lucknow,Office Supplies,Binders,500.37,51.19,11,0.2
ORD-2024-1113,19-03-2024,26-03-2024,Same Day,Corporate,West,Madhya Pradesh,Indore,Furniture,Bookcases,1340.77,-7.5,2,0.15
ORD-2024-1195,19-03-2024,22-03-2024,Same Day,Home Office,East,West Bengal,Kolkata,Office Supplies,Labels,152.32,27.18,4,0.15
ORD-2025-1336,19-03-2025,22-03-2025,Standard Class,Home Office,South,Telangana,Hyderabad,Office Supplies,Labels,100.54,28.5,11,0
ORD-2025-1600,19-04-2025,26-04-2025,Same Day,Home Office,South,Kerala,Thiruvananthapuram,Furniture,Bookcases,2322.06,-219.42,11,0.2
ORD-2024-1264,19-05-2024,21-05-2024,Same Day,Home Office,East,Assam,Guwahati,Office Supplies,Art,903.71,21.62,7,0.3
ORD-2024-1338,19-05-2024,26-05-2024,Second Class,Corporate,West,Maharashtra,Pune,Furniture,Tables,3605.49,598.56,9,0
ORD-2024-1390,19-05-2024,22-05-2024,Same Day,Consumer,East,Assam,Guwahati,Electronics,Audio,1488.59,15.3,8,0.15
ORD-2024-1019,19-06-2024,23-06-2024,Standard Class,Consumer,North,Delhi,New Delhi,Electronics,Audio,2126.1,-276.17,4,0.3
ORD-2024-1208,19-06-2024,26-06-2024,Same Day,Corporate,North,Delhi,New Delhi,Technology,Machines,11092.96,196.87,10,0.2
ORD-2024-1563,19-06-2024,24-06-2024,Standard Class,Home Office,North,Punjab,Amritsar,Office Supplies,Art,548.66,153.46,7,0
ORD-2024-1246,19-07-2024,26-07-2024,Same Day,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,902.44,208.14,4,0
ORD-2024-1468,19-07-2024,21-07-2024,First Class,Corporate,South,Kerala,Thiruvananthapuram,Office Supplies,Labels,1031.82,296.16,6,0
ORD-2025-1327,19-07-2025,20-07-2025,Same Day,Consumer,East,West Bengal,Siliguri,Office Supplies,Art,40.9,11.95,5,0
ORD-2024-1086,19-08-2024,26-08-2024,First Class,Consumer,East,West Bengal,Siliguri,Electronics,Audio,5404.06,-483.89,7,0.3
ORD-2024-1299,19-08-2024,26-08-2024,First Class,Consumer,South,Tamil Nadu,Madurai,Furniture,Tables,3995.65,320.73,5,0
ORD-2024-1564,19-08-2024,24-08-2024,Standard Class,Home Office,South,Telangana,Hyderabad,Furniture,Storage,1102.67,-28.21,2,0.2
ORD-2025-1207,19-08-2025,23-08-2025,First Class,Home Office,West,Madhya Pradesh,Indore,Office Supplies,Labels,1467.94,285.32,12,0.1
ORD-2025-1590,19-09-2025,22-09-2025,Same Day,Consumer,East,Bihar,Patna,Office Supplies,Art,921.62,241.05,7,0
ORD-2024-1020,19-10-2024,23-10-2024,Same Day,Consumer,West,Maharashtra,Pune,Furniture,Storage,5470.16,-790.02,12,0.3
ORD-2024-1007,19-11-2024,23-11-2024,First Class,Consumer,South,Telangana,Hyderabad,Furniture,Chairs,1018.47,23.05,4,0.15
ORD-2024-1369,19-11-2024,23-11-2024,First Class,Consumer,North,Rajasthan,Jaipur,Technology,Accessories,16114.27,-64.9,9,0.15
ORD-2024-1374,19-11-2024,26-11-2024,Standard Class,Corporate,South,Kerala,Kochi,Technology,Copiers,1294.48,217.4,11,0
ORD-2025-1484,19-11-2025,20-11-2025,Standard Class,Home Office,South,Telangana,Hyderabad,Office Supplies,Binders,187.88,28.14,1,0.1
ORD-2025-1551,19-11-2025,20-11-2025,Standard Class,Consumer,North,Rajasthan,Udaipur,Furniture,Storage,2916.14,-123.49,9,0.2
ORD-2024-1147,19-12-2024,23-12-2024,First Class,Consumer,South,Telangana,Hyderabad,Office Supplies,Art,188.9,28.56,6,0.15
ORD-2024-1012,20-01-2024,21-01-2024,Standard Class,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,1163.15,274.26,5,0
ORD-2024-1301,20-01-2024,22-01-2024,Second Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Cameras,1149.06,199.26,3,0
ORD-2025-1422,20-01-2025,25-01-2025,Standard Class,Corporate,East,Assam,Guwahati,Technology,Phones,18024.12,2803.57,9,0
ORD-2024-1442,20-02-2024,22-02-2024,Standard Class,Home Office,North,Punjab,Amritsar,Technology,Accessories,4524.74,604.83,11,0
ORD-2024-1582,20-02-2024,24-02-2024,First Class,Consumer,West,Gujarat,Surat,Technology,Accessories,13978.1,2025.78,10,0
ORD-2025-1571,20-02-2025,23-02-2025,Second Class,Consumer,North,Delhi,New Delhi,Technology,Phones,2718.92,365.2,2,0.1
ORD-2024-1101,20-04-2024,23-04-2024,Second Class,Corporate,North,Punjab,Ludhiana,Technology,Accessories,11251.68,2320.78,6,0
ORD-2025-1053,20-04-2025,25-04-2025,First Class,Consumer,South,Tamil Nadu,Coimbatore,Electronics,Audio,6572.16,676.08,7,0
ORD-2024-1189,20-05-2024,27-05-2024,Same Day,Corporate,North,Delhi,New Delhi,Technology,Copiers,7032.12,920.6,12,0
ORD-2024-1296,20-05-2024,22-05-2024,Second Class,Consumer,East,Assam,Guwahati,Electronics,Audio,4980.96,121.15,10,0.1
ORD-2025-1535,20-05-2025,25-05-2025,Second Class,Corporate,West,Maharashtra,Pune,Technology,Machines,6614.8,1383.3,4,0
ORD-2025-1109,20-06-2025,21-06-2025,First Class,Consumer,West,Maharashtra,Mumbai,Office Supplies,Labels,407.84,34.24,5,0.2
ORD-2024-1078,20-08-2024,27-08-2024,Standard Class,Corporate,West,Maharashtra,Nagpur,Furniture,Bookcases,215.75,-29.48,2,0.3
ORD-2024-1414,20-08-2024,27-08-2024,Same Day,Consumer,East,Bihar,Patna,Office Supplies,Binders,1649.3,483.89,10,0
